Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,219.22000122070312,219.97999572753906,218.52000427246094,219.97999572753906,219.97999572753906,58200
2022-01-04,220.5500030517578,220.89999389648438,218.9199981689453,219.6199951171875,219.6199951171875,58300
2022-01-05,219.44000244140625,219.69000244140625,215.05999755859375,215.10000610351562,215.10000610351562,58800
2022-01-06,214.85000610351562,216.25999450683594,213.66000366210938,215.0,215.0,47400
2022-01-07,215.07000732421875,215.7100067138672,213.4199981689453,214.1199951171875,214.1199951171875,62700
2022-01-10,212.6199951171875,213.8800048828125,209.5800018310547,213.69000244140625,213.69000244140625,196900
2022-01-11,213.88999938964844,215.91000366210938,212.5500030517578,215.7899932861328,215.7899932861328,52100
2022-01-12,216.97000122070312,217.42999267578125,215.66000366210938,216.35000610351562,216.35000610351562,61000
2022-01-13,217.0800018310547,217.0800018310547,212.8699951171875,213.25999450683594,213.25999450683594,50700
2022-01-14,211.63999938964844,213.3300018310547,211.0,213.22999572753906,213.22999572753906,50600
2022-01-18,211.08999633789062,211.08999633789062,208.77999877929688,209.35000610351562,209.35000610351562,144600
2022-01-19,210.07000732421875,210.77999877929688,207.11000061035156,207.19000244140625,207.19000244140625,66100
2022-01-20,208.1300048828125,210.44000244140625,204.6300048828125,204.88999938964844,204.88999938964844,95700
2022-01-21,204.13999938964844,205.25,200.75999450683594,200.89999389648438,200.89999389648438,146100
2022-01-24,197.42999267578125,202.00999450683594,192.75999450683594,201.85000610351562,201.85000610351562,189500
2022-01-25,198.94000244140625,201.5399932861328,196.0,199.19000244140625,199.19000244140625,85500
2022-01-26,202.33999633789062,203.52000427246094,196.49000549316406,198.61000061035156,198.61000061035156,85800
2022-01-27,200.6300048828125,202.17999267578125,196.7100067138672,197.19000244140625,197.19000244140625,62200
2022-01-28,197.9499969482422,202.27000427246094,195.75,202.08999633789062,202.08999633789062,97200
2022-01-31,201.83999633789062,206.49000549316406,201.7899932861328,206.2899932861328,206.2899932861328,87900
2022-02-01,206.99000549316406,208.1199951171875,205.0,207.8800048828125,207.8800048828125,124200
2022-02-02,209.1999969482422,209.75,207.63999938964844,209.4199981689453,209.4199981689453,55000
2022-02-03,206.47000122070312,207.30999755859375,204.11000061035156,204.38999938964844,204.38999938964844,106400
2022-02-04,204.6300048828125,207.44000244140625,203.38999938964844,205.6999969482422,205.6999969482422,65400
2022-02-07,206.1999969482422,206.75,204.57000732421875,204.9600067138672,204.9600067138672,100100
2022-02-08,204.80999755859375,207.32000732421875,204.1999969482422,206.9199981689453,206.9199981689453,90100
2022-02-09,208.9499969482422,210.22999572753906,208.82000732421875,210.1199951171875,210.1199951171875,61100
2022-02-10,207.41000366210938,210.3699951171875,205.47999572753906,206.42999267578125,206.42999267578125,180900
2022-02-11,206.75999450683594,207.47000122070312,201.63999938964844,202.4600067138672,202.4600067138672,130500
2022-02-14,202.2100067138672,202.8300018310547,200.14999389648438,201.67999267578125,201.67999267578125,78900
2022-02-15,203.9600067138672,205.2100067138672,203.8800048828125,205.08999633789062,205.08999633789062,62800
2022-02-16,204.14999389648438,205.72000122070312,203.14999389648438,205.22999572753906,205.22999572753906,98300
2022-02-17,203.8800048828125,203.89999389648438,200.41000366210938,200.58999633789062,200.58999633789062,64500
2022-02-18,200.75999450683594,201.41000366210938,198.2899932861328,199.13999938964844,199.13999938964844,70600
2022-02-22,198.19000244140625,199.82000732421875,195.50999450683594,196.99000549316406,196.99000549316406,140800
2022-02-23,198.52999877929688,198.60000610351562,193.2100067138672,193.3800048828125,193.3800048828125,151100
2022-02-24,188.14999389648438,196.83999633789062,188.13999938964844,196.60000610351562,196.60000610351562,296800
2022-02-25,197.25999450683594,201.0500030517578,196.42999267578125,200.85000610351562,200.85000610351562,165700
2022-02-28,198.7100067138672,201.2899932861328,198.17999267578125,200.64999389648438,200.64999389648438,117700
2022-03-01,200.2100067138672,200.94000244140625,196.4499969482422,197.5800018310547,197.5800018310547,210700
2022-03-02,199.00999450683594,201.97000122070312,198.3699951171875,201.3699951171875,201.3699951171875,107500
2022-03-03,202.2899932861328,202.55999755859375,199.1300048828125,199.86000061035156,199.86000061035156,83800
2022-03-04,198.24000549316406,198.52000427246094,196.1199951171875,198.08999633789062,198.08999633789062,85400
2022-03-07,197.6699981689453,197.77999877929688,191.88999938964844,191.97000122070312,191.97000122070312,125700
2022-03-08,191.99000549316406,195.50999450683594,190.0,190.7100067138672,190.7100067138672,179400
2022-03-09,194.6699981689453,196.6999969482422,194.22000122070312,195.7899932861328,195.7899932861328,90900
2022-03-10,193.75,195.3699951171875,192.69000244140625,194.86000061035156,194.86000061035156,56400
2022-03-11,196.4499969482422,196.4499969482422,192.14999389648438,192.4600067138672,192.4600067138672,39700
2022-03-14,193.0,194.07000732421875,190.16000366210938,190.72000122070312,190.72000122070312,146900
2022-03-15,192.14999389648438,194.97999572753906,191.50999450683594,194.6199951171875,194.6199951171875,130800
2022-03-16,196.61000061035156,199.47000122070312,194.4499969482422,199.27999877929688,199.27999877929688,306100
2022-03-17,198.75,202.02999877929688,198.52999877929688,202.0,202.0,59500
2022-03-18,201.27000427246094,204.66000366210938,201.10000610351562,204.55999755859375,204.55999755859375,99300
2022-03-21,204.3699951171875,205.30999755859375,202.72000122070312,204.27000427246094,204.27000427246094,47000
2022-03-22,204.9499969482422,207.24000549316406,204.9499969482422,206.75,206.75,342100
2022-03-23,205.5800018310547,206.3300018310547,204.1300048828125,204.16000366210938,204.16000366210938,45200
2022-03-24,204.52000427246094,206.4600067138672,203.99000549316406,206.38999938964844,206.38999938964844,44800
2022-03-25,206.6699981689453,207.35000610351562,205.50999450683594,207.27000427246094,207.27000427246094,51800
2022-03-28,207.11000061035156,208.80999755859375,206.3000030517578,208.77000427246094,208.77000427246094,52900
2022-03-29,210.83999633789062,212.00999450683594,209.6199951171875,211.6300048828125,211.6300048828125,60100
2022-03-30,211.16000366210938,211.4600067138672,209.25999450683594,210.13999938964844,210.13999938964844,56700
2022-03-31,210.1699981689453,210.2899932861328,206.97999572753906,207.1999969482422,207.1999969482422,63500
2022-04-01,207.86000061035156,207.86000061035156,206.16000366210938,207.77999877929688,207.77999877929688,85100
2022-04-04,207.92999267578125,209.47999572753906,207.64999389648438,209.47000122070312,209.47000122070312,112100
2022-04-05,209.08999633789062,209.52000427246094,206.17999267578125,206.60000610351562,206.60000610351562,52000
2022-04-06,204.5,205.38999938964844,203.30999755859375,204.49000549316406,204.49000549316406,35900
2022-04-07,203.97000122070312,206.13999938964844,202.97999572753906,205.17999267578125,205.17999267578125,68800
2022-04-08,204.99000549316406,205.9600067138672,203.97000122070312,204.60000610351562,204.60000610351562,45300
2022-04-11,203.02000427246094,203.42999267578125,201.19000244140625,201.36000061035156,201.36000061035156,65800
2022-04-12,203.0500030517578,204.02000427246094,199.9199981689453,200.6199951171875,200.6199951171875,66200
2022-04-13,200.52999877929688,203.4199981689453,200.52999877929688,203.22999572753906,203.22999572753906,25400
2022-04-14,203.27000427246094,203.69000244140625,200.55999755859375,200.85000610351562,200.85000610351562,90800
2022-04-18,200.5800018310547,201.24000549316406,199.4199981689453,200.39999389648438,200.39999389648438,128800
2022-04-19,200.49000549316406,204.13999938964844,200.49000549316406,203.94000244140625,203.94000244140625,87200
2022-04-20,204.85000610351562,205.0,203.14999389648438,203.58999633789062,203.58999633789062,44600
2022-04-21,205.80999755859375,206.0,199.97999572753906,200.38999938964844,200.38999938964844,64600
2022-04-22,200.38999938964844,200.38999938964844,194.75999450683594,195.0,195.0,77400
2022-04-25,193.9499969482422,196.22000122070312,191.75,196.17999267578125,196.17999267578125,162900
2022-04-26,195.27000427246094,195.27000427246094,190.4600067138672,190.5,190.5,80700
2022-04-27,190.7899932861328,193.41000366210938,189.82000732421875,190.74000549316406,190.74000549316406,100300
2022-04-28,193.47999572753906,196.41000366210938,190.99000549316406,195.55999755859375,195.55999755859375,94900
2022-04-29,193.8000030517578,194.94000244140625,188.17999267578125,188.36000061035156,188.36000061035156,61500
2022-05-02,188.6199951171875,190.27999877929688,185.35000610351562,189.64999389648438,189.64999389648438,216800
2022-05-03,189.42999267578125,191.5500030517578,189.3800048828125,190.44000244140625,190.44000244140625,114200
2022-05-04,190.8300018310547,196.39999389648438,189.05999755859375,196.13999938964844,196.13999938964844,103800
2022-05-05,194.0800018310547,194.1699981689453,187.13999938964844,188.8699951171875,188.8699951171875,94000
2022-05-06,188.07000732421875,189.1999969482422,185.00999450683594,187.66000366210938,187.66000366210938,146100
2022-05-09,184.5,185.0800018310547,180.5399932861328,181.22000122070312,181.22000122070312,231900
2022-05-10,183.89999389648438,184.72999572753906,179.61000061035156,181.44000244140625,181.44000244140625,161100
2022-05-11,181.36000061035156,183.7899932861328,178.17999267578125,178.4199981689453,178.4199981689453,209600
2022-05-12,176.67999267578125,180.1699981689453,175.3000030517578,178.5399932861328,178.5399932861328,204800
2022-05-13,180.83999633789062,183.8300018310547,180.36000061035156,183.0,183.0,250100
2022-05-16,182.72000122070312,183.9600067138672,181.49000549316406,182.30999755859375,182.30999755859375,114900
2022-05-17,185.25,186.0399932861328,183.44000244140625,185.9499969482422,185.9499969482422,88800
2022-05-18,184.3699951171875,184.3699951171875,178.0500030517578,178.55999755859375,178.55999755859375,92300
2022-05-19,177.52000427246094,179.67999267578125,176.55999755859375,177.67999267578125,177.67999267578125,123300
2022-05-20,179.72999572753906,179.72999572753906,173.60000610351562,177.77999877929688,177.77999877929688,129600
2022-05-23,179.0,181.1199951171875,178.1999969482422,180.92999267578125,180.92999267578125,86300
2022-05-24,179.16000366210938,179.8000030517578,176.30999755859375,179.2100067138672,179.2100067138672,103500
2022-05-25,178.7100067138672,182.02000427246094,178.7100067138672,181.16000366210938,181.16000366210938,89400
2022-05-26,181.5500030517578,185.60000610351562,181.5500030517578,184.77999877929688,184.77999877929688,96200
2022-05-27,186.17999267578125,189.44000244140625,186.08999633789062,189.3699951171875,189.3699951171875,70000
2022-05-31,188.9199981689453,189.7100067138672,187.0,188.38999938964844,188.38999938964844,79300
2022-06-01,189.50999450683594,189.63999938964844,185.47000122070312,186.77000427246094,186.77000427246094,63800
2022-06-02,186.77999877929688,190.42999267578125,185.82000732421875,190.42999267578125,190.42999267578125,110100
2022-06-03,188.42999267578125,188.77999877929688,186.86000061035156,187.3300018310547,187.3300018310547,55700
2022-06-06,189.5399932861328,190.00999450683594,187.41000366210938,187.97999572753906,187.97999572753906,60600
2022-06-07,186.33999633789062,190.00999450683594,186.11000061035156,189.8300018310547,189.8300018310547,57700
2022-06-08,188.77999877929688,189.83999633789062,187.41000366210938,187.75,187.75,41300
2022-06-09,187.1199951171875,187.8000030517578,183.30999755859375,183.3300018310547,183.3300018310547,137000
2022-06-10,180.5,180.5,177.85000610351562,177.9199981689453,177.9199981689453,88300
2022-06-13,172.91000366210938,173.82000732421875,170.0,170.58999633789062,170.58999633789062,209000
2022-06-14,171.67999267578125,172.1300048828125,168.7899932861328,170.16000366210938,170.16000366210938,246500
2022-06-15,171.9199981689453,174.88999938964844,169.83999633789062,172.75,172.75,198900
2022-06-16,168.85000610351562,168.85000610351562,165.6300048828125,166.82000732421875,166.82000732421875,309100
2022-06-17,166.77000427246094,168.8300018310547,165.91000366210938,167.5399932861328,167.5399932861328,148700
2022-06-21,169.83999633789062,172.10000610351562,169.83999633789062,171.47000122070312,171.47000122070312,206700
2022-06-22,169.02000427246094,173.0500030517578,169.02000427246094,171.24000549316406,171.24000549316406,98400
2022-06-23,172.5,173.2899932861328,170.67999267578125,173.16000366210938,173.16000366210938,168800
2022-06-24,174.35000610351562,178.55999755859375,174.35000610351562,178.35000610351562,178.35000610351562,105000
2022-06-27,179.17999267578125,179.17999267578125,177.4199981689453,177.9199981689453,177.9199981689453,152000
2022-06-28,178.6699981689453,179.83999633789062,174.2100067138672,174.41000366210938,174.41000366210938,78700
2022-06-29,173.3699951171875,173.8800048828125,172.47999572753906,173.22000122070312,173.22000122070312,81300
2022-06-30,171.14999389648438,173.3300018310547,169.55999755859375,171.8300018310547,171.8300018310547,125100
2022-07-01,171.50999450683594,173.82000732421875,170.3000030517578,173.58999633789062,173.58999633789062,138500
2022-07-05,171.42999267578125,174.16000366210938,170.10000610351562,174.13999938964844,174.13999938964844,177900
2022-07-06,174.47999572753906,175.72999572753906,173.0,174.61000061035156,174.61000061035156,90900
2022-07-07,175.72000122070312,177.77999877929688,175.72000122070312,177.3800048828125,177.3800048828125,67900
2022-07-08,176.4199981689453,178.16000366210938,175.97000122070312,177.22000122070312,177.22000122070312,103800
2022-07-11,176.13999938964844,176.17999267578125,174.83999633789062,175.00999450683594,175.00999450683594,110000
2022-07-12,174.72999572753906,175.99000549316406,172.7100067138672,173.4499969482422,173.4499969482422,106200
2022-07-13,171.19000244140625,173.82000732421875,170.60000610351562,172.72000122070312,172.72000122070312,113300
2022-07-14,170.22999572753906,172.22000122070312,169.0,172.08999633789062,172.08999633789062,145700
2022-07-15,174.05999755859375,175.3300018310547,173.1699981689453,175.3300018310547,175.3300018310547,71100
2022-07-18,176.80999755859375,177.17999267578125,173.5,174.10000610351562,174.10000610351562,148400
2022-07-19,175.83999633789062,178.94000244140625,175.69000244140625,178.91000366210938,178.91000366210938,108300
2022-07-20,178.97999572753906,180.77999877929688,178.3800048828125,180.1300048828125,180.1300048828125,108900
2022-07-21,179.94000244140625,181.97000122070312,178.75,181.91000366210938,181.91000366210938,79400
2022-07-22,182.1999969482422,182.69000244140625,179.1999969482422,180.05999755859375,180.05999755859375,76000
2022-07-25,180.38999938964844,180.63999938964844,179.4199981689453,180.41000366210938,180.41000366210938,95900
2022-07-26,179.5399932861328,179.5399932861328,177.72000122070312,178.19000244140625,178.19000244140625,51300
2022-07-27,179.97000122070312,183.42999267578125,179.72999572753906,182.7100067138672,182.7100067138672,55200
2022-07-28,182.8300018310547,185.24000549316406,181.36000061035156,184.92999267578125,184.92999267578125,75700
2022-07-29,185.47000122070312,188.0399932861328,185.35000610351562,187.86000061035156,187.86000061035156,48100
2022-08-01,186.52000427246094,188.35000610351562,185.9600067138672,187.1199951171875,187.1199951171875,111900
2022-08-02,186.66000366210938,188.30999755859375,185.5800018310547,186.3000030517578,186.3000030517578,56900
2022-08-03,187.36000061035156,189.6999969482422,187.27999877929688,189.17999267578125,189.17999267578125,36000
2022-08-04,189.3000030517578,189.47000122070312,188.38999938964844,189.1999969482422,189.1999969482422,42900
2022-08-05,187.47999572753906,189.19000244140625,187.2100067138672,188.9600067138672,188.9600067138672,45800
2022-08-08,189.77000427246094,191.00999450683594,188.5,188.85000610351562,188.85000610351562,139300
2022-08-09,188.5399932861328,188.5399932861328,187.4199981689453,187.8800048828125,187.8800048828125,38700
2022-08-10,191.2899932861328,192.19000244140625,190.83999633789062,192.10000610351562,192.10000610351562,52400
2022-08-11,193.5800018310547,194.4199981689453,191.75999450683594,192.0399932861328,192.0399932861328,38400
2022-08-12,193.17999267578125,195.2899932861328,192.58999633789062,195.19000244140625,195.19000244140625,55100
2022-08-15,194.4199981689453,196.30999755859375,194.3800048828125,196.1699981689453,196.1699981689453,56300
2022-08-16,195.58999633789062,197.35000610351562,195.36000061035156,196.38999938964844,196.38999938964844,38100
2022-08-17,194.63999938964844,195.97999572753906,193.99000549316406,194.61000061035156,194.61000061035156,62700
2022-08-18,195.08999633789062,195.66000366210938,194.38999938964844,195.50999450683594,195.50999450683594,53800
2022-08-19,193.88999938964844,194.0399932861328,192.1199951171875,192.75999450683594,192.75999450683594,53800
2022-08-22,189.97999572753906,190.35000610351562,188.13999938964844,188.27999877929688,188.27999877929688,81500
2022-08-23,188.32000732421875,189.5,188.02000427246094,188.0500030517578,188.0500030517578,34300
2022-08-24,187.83999633789062,189.4199981689453,187.83999633789062,188.97999572753906,188.97999572753906,35900
2022-08-25,189.75,191.5800018310547,189.22999572753906,191.55999755859375,191.55999755859375,41200
2022-08-26,191.72999572753906,191.72999572753906,185.13999938964844,185.35000610351562,185.35000610351562,39900
2022-08-29,183.83999633789062,185.0399932861328,183.38999938964844,184.02999877929688,184.02999877929688,56800
2022-08-30,184.82000732421875,184.82000732421875,180.91000366210938,181.83999633789062,181.83999633789062,53600
2022-08-31,182.80999755859375,183.17999267578125,180.47999572753906,180.6699981689453,180.6699981689453,58600
2022-09-01,179.6300048828125,180.80999755859375,177.94000244140625,180.5800018310547,180.5800018310547,94400
